주차장코드,주차장명,주소,주차장 종류,주차장 종류명,운영구분,운영구분명,전화번호,총 주차면,유무료구분,유무료구분명,야간무료개방여부,야간무료개방여부명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),최종데이터 동기화 시간,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),일 최대 요금,구,행정동
1544791,국민일보사옥앞 노상주차장(구),영등포구 여의도동 12-0,NS,노상 주차장,1,시간제 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2020-09-09 16:34:25,500.0,5.0,1000.0,10.0,36000.0,영등포구,여의도동
1544828,세우빌딩앞 노상주차장(구),영등포구 여의도동 10-0,NS,노상 주차장,1,시간제 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2020-09-09 16:38:15,500.0,5.0,1000.0,10.0,36000.0,영등포구,여의도동
1546329,대림역 공영주차장(시),영등포구 대림동 808-24,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2020-06-03 17:22:50,260.0,5.0,260.0,5.0,0.0,영등포구,대림동
1546992,성애병원 앞 노상주차장(구),영등포구 신길동 451-2,NS,노상 주차장,1,시간제 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2020-09-10 11:11:50,250.0,5.0,500.0,10.0,0.0,영등포구,신길동
1547900,삼각지역(구),용산구 한강로1가 138-0,NS,노상 주차장,1,시간제 주차장,02-749-5314,1,Y,유료,N,야간 미개방,1130,2130,2019-06-10 11:23:15,250.0,5.0,250.0,5.0,0.0,용산구,한강로1가
1548667,경호빌딩앞 노상주차장(구),영등포구 여의도동 25-0,NS,노상 주차장,1,시간제 주차장,02-2650 -1436,1,Y,유료,N,야간 미개방,900,1900,2020-09-09 16:32:43,500.0,5.0,1000.0,10.0,36000.0,영등포구,여의도동
1550837,문래동주민센터 앞 노상주차장(구),영등포구 문래동3가 55-16,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:23:03,500.0,10.0,500.0,10.0,15000.0,영등포구,문래동3가
1550852,KBS본관 앞 노상주차장(구),영등포구 여의도동 1-7,NS,노상 주차장,1,시간제 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2020-09-09 17:09:07,500.0,5.0,1000.0,10.0,36000.0,영등포구,여의도동
1550854,도림고가 노상주차장(구),영등포구 문래동1가 39-1,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2020-09-09 18:15:48,100.0,5.0,200.0,10.0,,영등포구,문래동1가
1550943,KBS별관옆 노상주차장(구),영등포구 여의도동 4-4,NS,노상 주차장,1,시간제 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2020-09-09 16:09:41,500.0,5.0,1000.0,10.0,36000.0,영등포구,여의도동
1551083,MBC방송국뒤 노상주차장(구),영등포구 여의도동 3-1,NS,노상 주차장,1,시간제 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2020-09-09 18:04:22,500.0,5.0,1000.0,10.0,36000.0,영등포구,여의도동
1551111,교보생명 앞 노상주차장(구),영등포구 당산동2가 71-0,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:23:58,250.0,5.0,500.0,10.0,15000.0,영등포구,당산동2가
1551203,국민은행앞 노상주차장(구),영등포구 여의도동 15-22,NS,노상 주차장,1,시간제 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2020-09-09 16:33:01,500.0,5.0,1000.0,10.0,36000.0,영등포구,여의도동
1551657,롯데캐슬앞 노상주차장(구),영등포구 여의도동 36-0,NS,노상 주차장,1,시간제 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2020-09-09 16:36:43,500.0,5.0,1000.0,10.0,36000.0,영등포구,여의도동
1551667,산업은행앞 노상주차장(구),영등포구 여의도동 16-0,NS,노상 주차장,1,시간제 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2020-09-09 16:37:34,500.0,5.0,500.0,5.0,36000.0,영등포구,여의도동
1551769,경도상가앞 노상주차장(구),영등포구 여의도동 44-0,NS,노상 주차장,1,시간제 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2020-09-09 16:31:52,500.0,5.0,1000.0,10.0,36000.0,영등포구,여의도동
1553274,상봉복개(구),중랑구 상봉동 399-4,NS,노상 주차장,1,시간제 주차장,02-2272-8821,1,Y,유료,N,야간 미개방,900,1900,2021-07-06 11:17:10,400.0,5.0,400.0,5.0,0.0,중랑구,상봉동
1554337,매화공영주차장(구),중랑구 상봉동 85-41,NS,노상 주차장,1,시간제 주차장,02-438-7210,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:27:56,250.0,5.0,250.0,5.0,0.0,중랑구,상봉동
1555987,맛솜씨공영주차장(구),중랑구 망우동 490-21,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:20:49,250.0,5.0,250.0,5.0,0.0,중랑구,망우동
1557268,묵중안공영주차장(구),중랑구 중화동 250-39,NS,노상 주차장,3,시간제 + 거주자 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:18:58,250.0,5.0,250.0,5.0,0.0,중랑구,중화동
1557841,동부갯 공영주차장(구),중랑구 신내동 487-1,NS,노상 주차장,1,시간제 주차장,02-438-7209,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:20:02,250.0,5.0,250.0,5.0,0.0,중랑구,신내동
1557908,나들목공영주차장(구),중랑구 중화동 304-36,NS,노상 주차장,3,시간제 + 거주자 주차장,02-438-7210,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:20:04,250.0,5.0,250.0,5.0,0.0,중랑구,중화동
1562731,KBS연구관앞 노상주차장(구),영등포구 여의도동 1-876,NS,노상 주차장,1,시간제 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2020-09-09 17:56:45,500.0,5.0,1000.0,10.0,36000.0,영등포구,여의도동
1563320,KBS별관뒤 노상주차장(구),영등포구 여의도동 4-5,NS,노상 주차장,1,시간제 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2020-09-09 16:03:10,500.0,5.0,500.0,5.0,36000.0,영등포구,여의도동
1563368,미래에셋빌딩 앞 노상주차장(구),영등포구 여의도동 45-0,NS,노상 주차장,1,시간제 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:21:03,500.0,5.0,1000.0,10.0,20000.0,영등포구,여의도동
1563769,가든예식장 앞 노상주차장(구),영등포구 여의도동 45-1,NS,노상 주차장,1,시간제 주차장,02-2650-1436,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 11:21:35,1000.0,10.0,1000.0,10.0,20000.0,영등포구,여의도동
1564334,문래1동 공영주차장(시),영등포구 문래동3가 54-12,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2021-10-07 16:08:21,130.0,5.0,130.0,5.0,,영등포구,문래동3가
1564603,도산대로45길(구),강남구 신사동 668-23 도산공원 앞길,NS,노상 주차장,1,시간제 주차장,02-2176-0566,1,Y,유료,N,야간 미개방,1000,2000,2019-11-29 11:12:53,400.0,5.0,800.0,5.0,30000.0,강남구,신사동
1565371,공유) 노량진2동 나블럭(구),동작구 노량진동 47-2,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2019-12-27 11:32:29,0.0,0.0,0.0,0.0,0.0,동작구,노량진동
1566303,삼청공원앞(구),종로구 삼청동 25-11,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,2100,2019-06-10 11:36:44,250.0,5.0,500.0,10.0,0.0,종로구,삼청동
1567063,남대문피혁상가 남측 노상 공영주차장(구),중구 봉래동1가 83-0 0,NS,노상 주차장,1,시간제 주차장,02)2280-8365,1,Y,유료,N,야간 미개방,800,2200,2019-06-10 11:33:02,500.0,5.0,500.0,5.0,0.0,중구,봉래동1가
1570796,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1800,2021-10-07 13:56:59,120.0,5.0,120.0,5.0,0.0,강서구,공항동
1572855,KT성수분국 앞(구),성동구 성수동2가 277-43,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1800,2021-08-20 11:29:06,250.0,5.0,250.0,5.0,10000.0,성동구,성수동2가
1575002,노원세무서 앞 공영주차장(구),도봉구 창동 15-0,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,800,1900,2019-06-10 11:31:31,250.0,5.0,0.0,0.0,0.0,도봉구,창동
1575191,방학동 월드상가 앞 주차장(구),도봉구 방학동 717-0,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1800,2020-07-08 15:58:37,250.0,5.0,0.0,0.0,0.0,도봉구,방학동
1575315,남부여성발전센터 공영주차장(시),금천구 시흥동 139-2,NW,노외 주차장,1,시간제 주차장,,128,Y,유료,N,야간 미개방,0,2400,2020-12-01 16:47:25,120.0,5.0,120.0,5.0,,금천구,시흥동
1575751,신방화역 공영주차장(시),강서구 마곡동 739,NW,노외 주차장,1,시간제 주차장,02-3405-4581,199,Y,유료,N,야간 미개방,0,2400,2021-10-07 12:57:55,170.0,5.0,170.0,5.0,,강서구,마곡동
1575874,송림기사식당길(B) 공영주차장(구),광진구 자양동 584-24,NS,노상 주차장,1,시간제 주차장,02-2049-4540,1,Y,유료,N,야간 미개방,900,1800,2019-06-10 11:29:40,200.0,5.0,200.0,5.0,0.0,광진구,자양동
1576302,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2021-10-07 16:25:03,130.0,5.0,130.0,5.0,,관악구,봉천동
1576344,고분다리 전통시장 공영주차장(구),강동구 천호동 280-9,NW,노외 주차장,1,시간제 주차장,02-478-6147,26,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:37:18,150.0,5.0,150.0,5.0,,강동구,천호동
1576356,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2021-10-08 14:36:08,750.0,5.0,750.0,5.0,0.0,중구,을지로3가
1576511,도봉로 15길 공영주차장(시),강북구 미아동 458-7,NS,노상 주차장,1,시간제 주차장,02-1688-1054,1,Y,유료,N,야간 미개방,900,1800,2021-10-08 14:50:41,200.0,5.0,200.0,5.0,0.0,강북구,미아동
1576703,가양라이품 공영주차장(시),강서구 가양동 1457-1,NW,노외 주차장,1,시간제 주차장,02-2290-6144,38,Y,유료,N,야간 미개방,0,2400,2021-10-06 18:04:01,170.0,5.0,170.0,5.0,0.0,강서구,가양동
1576989,신영시장 공동주차장(구),양천구 신월동 114-16,NW,노외 주차장,1,시간제 주차장,02-2644-1386,23,Y,유료,N,야간 미개방,900,1900,2020-08-27 15:37:30,150.0,5.0,150.0,5.0,9000.0,양천구,신월동
1577092,마른내로 공영주차장(시),중구 오장동 69-3,NS,노상 주차장,1,시간제 주차장,02)2273-0006,1,Y,유료,N,야간 미개방,900,1800,2021-10-08 10:51:46,620.0,5.0,620.0,5.0,0.0,중구,오장동
1577118,관악신사시장 공영주차장(구),관악구 신림동 494-37,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2081-2670,13,Y,유료,N,야간 미개방,1000,2000,2019-06-10 09:36:55,150.0,5.0,150.0,5.0,0.0,관악구,신림동
1577279,반포4동 주민센터 공영주차장(구),서초구 반포동 74-7,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2155-7287,51,Y,유료,N,야간 미개방,0,2400,2020-10-28 10:17:50,300.0,10.0,300.0,10.0,,서초구,반포동
1577831,동서시장 과일채소부 공영주차장(구),동대문구 제기동 849-0,NS,노상 주차장,1,시간제 주차장,02-962-1650,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 09:52:36,300.0,10.0,300.0,10.0,36000.0,동대문구,제기동
1577875,동서시장 식품 공영주차장(구),동대문구 제기동 854-1,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 09:56:32,300.0,10.0,300.0,10.0,36000.0,동대문구,제기동
1578438,답십리 부품상가 노상(구),동대문구 답십리동 959-10,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 09:52:21,500.0,10.0,500.0,10.0,36000.0,동대문구,답십리동
1578569,동대문소방서노상(구),동대문구 장안동 434-0,NS,노상 주차장,1,시간제 주차장,02-456-2591,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 09:56:57,500.0,10.0,500.0,10.0,36000.0,동대문구,장안동
1579086,신답고가 주변(구),동대문구 답십리동 530-6,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 09:55:46,500.0,10.0,500.0,10.0,36000.0,동대문구,답십리동
1579347,삼희상가주변(구),동대문구 답십리동 530-22,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 09:51:55,500.0,10.0,500.0,10.0,0.0,동대문구,답십리동
1579598,목사랑시장(구),양천구 목동 723-7,NW,노외 주차장,1,시간제 주차장,,24,Y,유료,N,야간 미개방,919,0,2019-06-10 09:37:35,150.0,5.0,150.0,5.0,,양천구,목동
1579832,석계역 앞(구),노원구 월계동 60-1,NW,노외 주차장,1,시간제 주차장,02-942-8882,29,Y,유료,N,야간 미개방,1000,2000,2019-06-10 09:36:57,100.0,5.0,100.0,5.0,6000.0,노원구,월계동
1579833,상계역 서측 주택가 공영주차장(구),노원구 상계동 169-409,NW,노외 주차장,1,시간제 주차장,,19,Y,유료,N,야간 미개방,1000,1900,2019-06-10 09:36:57,150.0,5.0,150.0,5.0,8100.0,노원구,상계동
1580083,서울약령시공영주차장(구),동대문구 제기동 1082-0,NW,노외 주차장,1,시간제 주차장,070-5088-2390,199,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:37:20,500.0,10.0,500.0,10.0,20000.0,동대문구,제기동
1580112,방배1동 공영주차장(구),서초구 방배동 328-1,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2155-7289,123,Y,유료,N,야간 미개방,0,2400,2020-10-28 14:34:13,300.0,10.0,300.0,10.0,,서초구,방배동
1580171,도봉2동  6공영주차장(구),도봉구 도봉동 59-1,NW,노외 주차장,2,거주자 우선 주차장,02-2091-4215,13,Y,유료,N,야간 미개방,0,0,2020-11-12 09:21:15,0.0,0.0,0.0,0.0,0.0,도봉구,도봉동
1580209,방배역 노상 공영주차장(구),서초구 방배동 91-16,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,2100,2019-06-10 09:53:37,500.0,10.0,500.0,10.0,0.0,서초구,방배동
1581248,밤고개로21길 공영주차장(구),강남구 율현동 77-5,NW,노외 주차장,1,시간제 주차장,02-2176-0907,109,Y,유료,N,야간 미개방,0,2400,2020-07-08 18:34:51,100.0,5.0,100.0,5.0,,강남구,율현동
1582630,수송초등학교 공영주차장(구),강북구 번동 456-0,NW,노외 주차장,1,시간제 주차장,02-944-3036,185,Y,유료,N,야간 미개방,0,0,2019-06-10 09:37:20,200.0,5.0,200.0,5.0,10000.0,강북구,번동
1583603,신월3동 여울공영주차장(구),양천구 신월동 151-5,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2644-1386,74,Y,유료,N,야간 미개방,0,2400,2020-08-27 15:58:50,50.0,5.0,50.0,5.0,0.0,양천구,신월동
1583686,반포복개천 노상공영주차장(구),서초구 반포동 120-1,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,2100,2019-06-10 09:58:40,400.0,5.0,800.0,10.0,0.0,서초구,반포동
1583719,벽산 노상공영(구),강북구 수유동 36-1,NS,노상 주차장,3,시간제 + 거주자 주차장,,1,Y,유료,N,야간 미개방,900,1900,2019-06-10 09:53:41,200.0,5.0,200.0,5.0,10000.0,강북구,수유동
1583756,민속의집 공영주차장(구),강동구 고덕동 215-0,NW,노외 주차장,1,시간제 주차장,02-478-6147,26,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:36:28,150.0,5.0,150.0,5.0,,강동구,고덕동
1583862,보라매상업 공영주차장(시),동작구 신대방동 431-3,NW,노외 주차장,1,시간제 주차장,,65,Y,유료,N,야간 미개방,900,2100,2021-10-07 16:33:21,130.0,5.0,130.0,5.0,,동작구,신대방동
1583920,마포중앙도서관 공영주차장(구),마포구 성산동 275-3,NW,노외 주차장,1,시간제 주차장,02-334-5331,192,Y,유료,N,야간 미개방,0,2400,2021-09-28 16:24:47,0.0,30.0,200.0,5.0,,마포구,성산동
1584066,석촌역(구),송파구 송파동 68-0,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,2100,2019-06-10 09:56:37,250.0,5.0,0.0,0.0,0.0,송파구,송파동
1584189,구청사주변(구),노원구 상계동 739-2,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,900,2000,2019-06-10 09:51:58,250.0,5.0,250.0,5.0,16500.0,노원구,상계동
1584694,구본청 부설주차장(구),동작구 노량진동 47-2,NW,노외 주차장,1,시간제 주차장,02-820-1440,76,Y,유료,N,야간 미개방,0,2400,2019-06-10 09:32:11,250.0,5.0,250.0,5.0,,동작구,노량진동
1584761,망원시장 노상공영주차장(구),마포구 망원동 414-1,NS,노상 주차장,1,시간제 주차장,02-300-5054,1,Y,유료,N,야간 미개방,1000,2000,2019-06-10 09:53:15,200.0,5.0,200.0,5.0,0.0,마포구,망원동
1584793,구의2동 주택가 공영주차장(구),광진구 구의동 30-10,NW,노외 주차장,1,시간제 주차장,02-2049-4596,90,Y,유료,N,야간 미개방,0,2400,2021-09-13 17:21:52,75.0,5.0,0.0,0.0,0.0,광진구,구의동
1585128,대왕초 공영주차장(구),강남구 세곡동 517-0,NW,노외 주차장,1,시간제 주차장,02-2176-0907,100,Y,유료,N,야간 미개방,0,2400,2020-07-08 18:33:15,100.0,5.0,100.0,5.0,,강남구,세곡동
1585275,개포주공5단지북측(구),강남구 개포동 186-6,NS,노상 주차장,1,시간제 주차장,02-445-8879,1,Y,유료,N,야간 미개방,900,1900,2019-09-10 20:49:58,300.0,5.0,600.0,5.0,0.0,강남구,개포동
1587097,공유) 다동(구),중구 다동 103-8,NS,노상 주차장,2,거주자 우선 주차장,1661-5806,1,Y,유료,N,야간 미개방,0,0,2019-11-11 17:45:19,0.0,0.0,0.0,0.0,0.0,중구,다동
1587106,공유) 황학동(구),중구 황학동 1743-0,NS,노상 주차장,2,거주자 우선 주차장,1661-5806,1,Y,유료,N,야간 미개방,0,0,2019-11-11 17:46:41,0.0,0.0,0.0,0.0,0.0,중구,황학동
1587124,공유) 영등포구청(구),영등포구 당산동3가 397-1,NS,노상 주차장,3,시간제 + 거주자 주차장,,1,Y,유료,N,야간 미개방,900,1800,2019-12-03 11:09:34,1200.0,60.0,1200.0,60.0,0.0,영등포구,당산동3가
1587366,공유) 12-37(구),송파구 송파동 148-2,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2019-11-11 17:51:36,0.0,0.0,0.0,0.0,0.0,송파구,송파동
1587380,15-가600구간(구),강동구 명일동 583-0,NS,노상 주차장,1,시간제 주차장,,1,Y,유료,N,야간 미개방,0,2400,2019-12-04 09:19:24,500.0,10.0,0.0,0.0,0.0,강동구,명일동
1587382,공유) 12-나1100구간(구),강동구 천호동 572-0,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2019-11-11 17:47:21,0.0,0.0,0.0,0.0,0.0,강동구,천호동
1587409,공유) 9-88(구),마포구 동교동 192-1,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2019-11-06 09:39:49,0.0,0.0,0.0,0.0,0.0,마포구,동교동
1587696,공유) 공유주차장(구),양천구 신정동 88-16,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2019-11-20 10:16:03,0.0,0.0,0.0,0.0,0.0,양천구,신정동
1587790,공유) 용신동 B 98구간(구),동대문구 용두동 52-44,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2247-9664~6,26,Y,유료,N,야간 미개방,0,2400,2021-06-08 17:34:26,600.0,30.0,0.0,0.0,0.0,동대문구,용두동
1587878,공유) 사당1동 가블럭(구),동작구 사당동 1005-1,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2019-12-27 11:29:37,0.0,0.0,0.0,0.0,0.0,동작구,사당동
1588144,면목천로 거주자우선주차장A(구),중랑구 면목동 1503-6,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2021-05-31 16:45:15,0.0,0.0,0.0,0.0,0.0,중랑구,면목동
1588153,면목천로 거주자우선주차장B(구),중랑구 면목동 1505-5,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2021-05-31 16:45:53,0.0,0.0,0.0,0.0,0.0,중랑구,면목동
1588158,면목천로 거주자우선주차장C(구),중랑구 면목동 1503-6,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2021-05-31 16:46:28,0.0,0.0,0.0,0.0,0.0,중랑구,면목동
1588160,면목천로 거주자우선주차장D(구),중랑구 면목동 1505-5,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2021-05-31 16:46:06,0.0,0.0,0.0,0.0,0.0,중랑구,면목동
1588176,숙선옹주로 5공영(구),중랑구 묵동 113-3,NS,노상 주차장,2,거주자 우선 주차장,,1,Y,유료,N,야간 미개방,0,0,2021-02-04 10:26:33,0.0,0.0,0.0,0.0,0.0,중랑구,묵동
1588307,마곡8 임시 주차장(구),강서구 마곡동 728-42,NW,노외 주차장,1,시간제 주차장,02-2607-9113,200,Y,유료,N,야간 미개방,900,1900,2021-03-02 09:40:56,1200.0,60.0,100.0,5.0,0.0,강서구,마곡동
1588309,서울식물원 제2주차장(구),강서구 마곡동 20-3,NW,노외 주차장,1,시간제 주차장,,202,Y,유료,N,야간 미개방,0,0,2021-02-06 15:23:23,100.0,5.0,0.0,0.0,,강서구,마곡동
1588311,공항2임시(구),강서구 공항동 703-0,NW,노외 주차장,1,시간제 주차장,,160,N,무료,N,야간 미개방,0,0,2021-02-06 15:04:58,,,,,7000.0,강서구,공항동
1588340,문화회관서측 노외주차장(구),양천구 신정동 323-25,NW,노외 주차장,1,시간제 주차장,070-4370-7621,23,Y,유료,N,야간 미개방,900,1900,2020-08-27 16:56:52,150.0,5.0,150.0,5.0,,양천구,신정동
1588341,신월4동 공영주차장(시),양천구 신월동 411-1,NW,노외 주차장,1,시간제 주차장,02-2290-6311,53,Y,유료,N,야간 미개방,0,2400,2021-11-05 13:25:03,120.0,5.0,,,,양천구,신월동
1588343,밝은빛 공영주차장(구),양천구 신정동 323-18,NW,노외 주차장,1,시간제 주차장,,28,Y,유료,N,야간 미개방,900,1900,2020-08-27 16:54:20,150.0,5.0,150.0,5.0,,양천구,신정동
1588346,법마을공영주차장(구),양천구 신정동 1018-3,NW,노외 주차장,3,시간제 + 거주자 주차장,,20,Y,유료,N,야간 미개방,0,2400,2020-08-27 15:40:35,50.0,5.0,50.0,5.0,,양천구,신정동
1588347,서서울주차장(구),양천구 신월동 267-8,NW,노외 주차장,1,시간제 주차장,,70,Y,유료,N,야간 미개방,0,2400,2020-08-27 16:43:17,50.0,5.0,50.0,5.0,9000.0,양천구,신월동
1588349,능골주차장(구),양천구 신월동 152-38,NW,노외 주차장,1,시간제 주차장,,61,Y,유료,N,야간 미개방,0,2400,2020-08-27 16:01:47,50.0,5.0,50.0,5.0,,양천구,신월동
1588350,벚꽃길주차장(구),양천구 신정동 884-8,NW,노외 주차장,1,시간제 주차장,,33,Y,유료,N,야간 미개방,0,2400,2020-09-02 11:42:20,50.0,5.0,50.0,5.0,,양천구,신정동
1588353,구름다리주차장(구),양천구 신월동 915-4,NW,노외 주차장,1,시간제 주차장,,52,Y,유료,N,야간 미개방,0,2400,2020-09-02 15:42:47,50.0,5.0,50.0,5.0,,양천구,신월동
1588355,문화회관동측(구),양천구 목동 322-5,NW,노외 주차장,1,시간제 주차장,02-2653-1384,82,Y,유료,N,야간 미개방,900,1900,2020-08-27 16:48:25,150.0,5.0,150.0,5.0,9000.0,양천구,목동
1588356,마을마당주차장(구),양천구 신월동 129-6,NW,노외 주차장,3,시간제 + 거주자 주차장,,114,Y,유료,N,야간 미개방,0,2400,2020-08-27 15:44:27,50.0,5.0,50.0,5.0,,양천구,신월동
1588359,당곡주차장(구),양천구 신월동 482-11,NW,노외 주차장,1,시간제 주차장,,45,Y,유료,N,야간 미개방,0,2400,2020-08-27 17:40:04,50.0,5.0,50.0,5.0,,양천구,신월동
1588360,누리 공영주차장(구),양천구 신정동 323-13,NW,노외 주차장,1,시간제 주차장,070-4370-7621,20,Y,유료,N,야간 미개방,900,1900,2020-08-27 17:22:03,150.0,5.0,150.0,5.0,,양천구,신정동
1588362,신우주차장(구),양천구 신월동 166-23,NW,노외 주차장,1,시간제 주차장,,107,Y,유료,N,야간 미개방,0,2400,2020-08-27 16:06:04,50.0,5.0,50.0,5.0,,양천구,신월동
1588363,신곡주차장(구),양천구 신월동 549-18,NW,노외 주차장,1,시간제 주차장,02-1644-5014,18,Y,유료,N,야간 미개방,0,2400,2020-09-02 11:22:24,50.0,5.0,50.0,5.0,,양천구,신월동
1588364,곰달래주차장(구),양천구 신월동 226-9,NW,노외 주차장,1,시간제 주차장,,107,Y,유료,N,야간 미개방,0,2400,2020-08-27 16:36:53,50.0,5.0,50.0,5.0,,양천구,신월동
1588367,다락골주차장(구),양천구 신정동 1158-1,NW,노외 주차장,3,시간제 + 거주자 주차장,070-4370-7621,102,Y,유료,N,야간 미개방,0,2400,2020-08-27 11:15:27,50.0,5.0,50.0,5.0,,양천구,신정동
1588368,문화회관 지하주차장(구),양천구 신정동 322-0,NW,노외 주차장,1,시간제 주차장,070-4370-7621,93,Y,유료,N,야간 미개방,900,1900,2020-08-27 16:51:29,150.0,5.0,150.0,5.0,,양천구,신정동
1588369,가로공원공영주차장(구),양천구 신월동 263-0,NW,노외 주차장,1,시간제 주차장,02-2065-8333,376,Y,유료,N,야간 미개방,0,2400,2020-08-27 16:39:56,150.0,5.0,150.0,5.0,,양천구,신월동
1588489,둔촌역전통시장(구),강동구 성내동 417-34,NW,노외 주차장,1,시간제 주차장,,21,N,무료,N,야간 미개방,0,0,2021-01-22 16:00:39,,,,,,강동구,성내동
1588750,가산동 공영주차장(구),금천구 가산동 148-28,NW,노외 주차장,1,시간제 주차장,,128,Y,유료,N,야간 미개방,800,1900,2021-07-23 11:17:52,65.0,5.0,65.0,5.0,,금천구,가산동
1588766,독산2동 지평식주차장4(구),금천구 가산동 1031-12,NW,노외 주차장,2,거주자 우선 주차장,,7,Y,유료,N,야간 미개방,0,0,2021-01-22 12:04:49,0.0,0.0,0.0,0.0,0.0,금천구,가산동
1588770,독산2동 공영주차장(구),금천구 독산동 1050-17,NW,노외 주차장,1,시간제 주차장,,70,Y,유료,N,야간 미개방,700,1900,2021-01-22 12:06:23,250.0,10.0,250.0,10.0,,금천구,독산동
